Tanggal,Provinsi,Running Sum of divaksin1 (ribu),divaksin1 (ribu)
11/24/2021,Sulawesi Tenggara,793.619,7.235
11/25/2021,Sulawesi Tenggara,800.551,6.932
11/26/2021,Sulawesi Tenggara,804.499,3.948
11/27/2021,Sulawesi Tenggara,813.929,9.43
11/28/2021,Sulawesi Tenggara,816.927,2.998
11/29/2021,Sulawesi Tenggara,823.197,6.27
11/30/2021,Sulawesi Tenggara,830.239,7.042
12/1/2021,Sulawesi Tenggara,837.753,7.514
12/2/2021,Sulawesi Tenggara,847.269,9.516
12/3/2021,Sulawesi Tenggara,854.882,7.613
12/4/2021,Sulawesi Tenggara,864.122,9.24
12/5/2021,Sulawesi Tenggara,865.863,1.741
12/6/2021,Sulawesi Tenggara,875.049,9.186
12/7/2021,Sulawesi Tenggara,886.237,11.188
12/8/2021,Sulawesi Tenggara,899.866,13.629
12/9/2021,Sulawesi Tenggara,914.736,14.87
12/10/2021,Sulawesi Tenggara,926.56,11.824
12/11/2021,Sulawesi Tenggara,942.25,15.69
12/12/2021,Sulawesi Tenggara,947.928,5.678
12/13/2021,Sulawesi Tenggara,966.465,18.537
12/14/2021,Sulawesi Tenggara,987.991,21.526
12/15/2021,Sulawesi Tenggara,1021.428,33.437
12/16/2021,Sulawesi Tenggara,1052.762,31.334
12/17/2021,Sulawesi Tenggara,1078.879,26.117
12/18/2021,Sulawesi Tenggara,1106.758,27.879
12/19/2021,Sulawesi Tenggara,1122.319,15.561
12/20/2021,Sulawesi Tenggara,1151.168,28.849
12/21/2021,Sulawesi Tenggara,1180.503,29.335
12/22/2021,Sulawesi Tenggara,1209.25,28.747
12/23/2021,Sulawesi Tenggara,1234.038,24.788
12/24/2021,Sulawesi Tenggara,1257.119,23.081
12/25/2021,Sulawesi Tenggara,1271.424,14.305
12/26/2021,Sulawesi Tenggara,1278.636,7.212
12/27/2021,Sulawesi Tenggara,1285.223,6.587
1/13/2021,Sulawesi Tengah,0.002,0.002
1/14/2021,Sulawesi Tengah,0.09,0.088
1/15/2021,Sulawesi Tengah,0.265,0.175
1/16/2021,Sulawesi Tengah,0.388,0.123
1/18/2021,Sulawesi Tengah,0.634,0.246
1/19/2021,Sulawesi Tengah,0.873,0.239
1/20/2021,Sulawesi Tengah,1.154,0.281
1/21/2021,Sulawesi Tengah,1.459,0.305
1/22/2021,Sulawesi Tengah,1.765,0.306
1/23/2021,Sulawesi Tengah,1.946,0.181
1/24/2021,Sulawesi Tengah,1.95,0.004
1/25/2021,Sulawesi Tengah,2.146,0.196
1/26/2021,Sulawesi Tengah,2.4,0.254
1/27/2021,Sulawesi Tengah,2.606,0.206
1/28/2021,Sulawesi Tengah,2.844,0.238
1/29/2021,Sulawesi Tengah,3.043,0.199
1/30/2021,Sulawesi Tengah,3.221,0.178
1/31/2021,Sulawesi Tengah,3.246,0.025
2/1/2021,Sulawesi Tengah,3.7,0.454
2/2/2021,Sulawesi Tengah,4.135,0.435
2/3/2021,Sulawesi Tengah,4.941,0.806
2/4/2021,Sulawesi Tengah,6.235,1.294
2/5/2021,Sulawesi Tengah,7.606,1.371
2/6/2021,Sulawesi Tengah,8.771,1.165
2/7/2021,Sulawesi Tengah,8.91,0.139
2/8/2021,Sulawesi Tengah,10.638,1.728
2/9/2021,Sulawesi Tengah,12.776,2.138
2/10/2021,Sulawesi Tengah,14.856,2.08
2/11/2021,Sulawesi Tengah,16.075,1.219
2/12/2021,Sulawesi Tengah,16.184,0.109
2/13/2021,Sulawesi Tengah,17.037,0.853
2/14/2021,Sulawesi Tengah,17.057,0.02
2/15/2021,Sulawesi Tengah,17.66,0.603
2/16/2021,Sulawesi Tengah,18.23,0.57
2/17/2021,Sulawesi Tengah,18.569,0.339
2/18/2021,Sulawesi Tengah,19.01,0.441
2/19/2021,Sulawesi Tengah,19.451,0.441
2/20/2021,Sulawesi Tengah,19.727,0.276
2/21/2021,Sulawesi Tengah,19.768,0.041
2/22/2021,Sulawesi Tengah,20.063,0.295
2/23/2021,Sulawesi Tengah,20.337,0.274
2/24/2021,Sulawesi Tengah,20.761,0.424
2/25/2021,Sulawesi Tengah,21.041,0.28
2/26/2021,Sulawesi Tengah,21.152,0.111
2/27/2021,Sulawesi Tengah,21.539,0.387
2/28/2021,Sulawesi Tengah,21.54,0.001
3/1/2021,Sulawesi Tengah,22.104,0.564
3/2/2021,Sulawesi Tengah,22.804,0.7
3/3/2021,Sulawesi Tengah,23.896,1.092
3/4/2021,Sulawesi Tengah,25.368,1.472
3/5/2021,Sulawesi Tengah,27.267,1.899
3/6/2021,Sulawesi Tengah,28.665,1.398
3/7/2021,Sulawesi Tengah,29.239,0.574
3/8/2021,Sulawesi Tengah,32.133,2.894
3/9/2021,Sulawesi Tengah,35.008,2.875
3/10/2021,Sulawesi Tengah,38.276,3.268
3/11/2021,Sulawesi Tengah,38.43,0.154
3/12/2021,Sulawesi Tengah,40.048,1.618
3/13/2021,Sulawesi Tengah,40.803,0.755
3/14/2021,Sulawesi Tengah,40.813,0.01
3/15/2021,Sulawesi Tengah,42.609,1.796
3/16/2021,Sulawesi Tengah,44.187,1.578
3/17/2021,Sulawesi Tengah,45.569,1.382
3/18/2021,Sulawesi Tengah,47.196,1.627
3/19/2021,Sulawesi Tengah,48.27,1.074
3/20/2021,Sulawesi Tengah,49.176,0.906
3/21/2021,Sulawesi Tengah,49.522,0.346
3/22/2021,Sulawesi Tengah,50.906,1.384
3/23/2021,Sulawesi Tengah,52.343,1.437
3/24/2021,Sulawesi Tengah,53.956,1.613
3/25/2021,Sulawesi Tengah,55.589,1.633
3/26/2021,Sulawesi Tengah,56.813,1.224
3/27/2021,Sulawesi Tengah,57.821,1.008
3/28/2021,Sulawesi Tengah,57.893,0.072
3/29/2021,Sulawesi Tengah,59.435,1.542
3/30/2021,Sulawesi Tengah,60.785,1.35
3/31/2021,Sulawesi Tengah,61.965,1.18
4/1/2021,Sulawesi Tengah,62.949,0.984
4/2/2021,Sulawesi Tengah,62.979,0.03
4/3/2021,Sulawesi Tengah,63.432,0.453
4/4/2021,Sulawesi Tengah,63.441,0.009
4/5/2021,Sulawesi Tengah,64.689,1.248
4/6/2021,Sulawesi Tengah,65.456,0.767
4/7/2021,Sulawesi Tengah,66.64,1.184
4/8/2021,Sulawesi Tengah,67.581,0.941
4/9/2021,Sulawesi Tengah,68.91,1.329
4/10/2021,Sulawesi Tengah,69.711,0.801
4/11/2021,Sulawesi Tengah,69.712,0.001
4/12/2021,Sulawesi Tengah,70.822,1.11
4/13/2021,Sulawesi Tengah,71.184,0.362
4/14/2021,Sulawesi Tengah,71.491,0.307
4/15/2021,Sulawesi Tengah,71.933,0.442
4/16/2021,Sulawesi Tengah,72.255,0.322
4/17/2021,Sulawesi Tengah,72.628,0.373
4/18/2021,Sulawesi Tengah,72.629,0.001
4/19/2021,Sulawesi Tengah,73.281,0.652
4/20/2021,Sulawesi Tengah,74.055,0.774
4/21/2021,Sulawesi Tengah,75.041,0.986
4/22/2021,Sulawesi Tengah,75.887,0.846
4/23/2021,Sulawesi Tengah,76.615,0.728
4/24/2021,Sulawesi Tengah,77.214,0.599
4/25/2021,Sulawesi Tengah,77.244,0.03
4/26/2021,Sulawesi Tengah,78.408,1.164
4/27/2021,Sulawesi Tengah,79.568,1.16
4/28/2021,Sulawesi Tengah,80.659,1.091
4/29/2021,Sulawesi Tengah,82.063,1.404
4/30/2021,Sulawesi Tengah,83.054,0.991
5/1/2021,Sulawesi Tengah,83.302,0.248
5/2/2021,Sulawesi Tengah,83.313,0.011
5/3/2021,Sulawesi Tengah,84.005,0.692
5/4/2021,Sulawesi Tengah,84.704,0.699
5/5/2021,Sulawesi Tengah,85.506,0.802
5/6/2021,Sulawesi Tengah,86.127,0.621
5/7/2021,Sulawesi Tengah,87.461,1.334
5/8/2021,Sulawesi Tengah,87.976,0.515
5/9/2021,Sulawesi Tengah,88.02,0.044
5/10/2021,Sulawesi Tengah,88.615,0.595
5/11/2021,Sulawesi Tengah,89.098,0.483
5/12/2021,Sulawesi Tengah,89.167,0.069
5/13/2021,Sulawesi Tengah,89.175,0.008
5/14/2021,Sulawesi Tengah,89.241,0.066
5/15/2021,Sulawesi Tengah,89.445,0.204
5/16/2021,Sulawesi Tengah,89.452,0.007
5/17/2021,Sulawesi Tengah,89.746,0.294
5/18/2021,Sulawesi Tengah,90.545,0.799
5/19/2021,Sulawesi Tengah,91.545,1
5/20/2021,Sulawesi Tengah,93.428,1.883
5/21/2021,Sulawesi Tengah,95.054,1.626
5/22/2021,Sulawesi Tengah,96.93,1.876
5/23/2021,Sulawesi Tengah,96.945,0.015
5/24/2021,Sulawesi Tengah,98.69,1.745
5/25/2021,Sulawesi Tengah,100.515,1.825
5/26/2021,Sulawesi Tengah,100.977,0.462
5/27/2021,Sulawesi Tengah,102.743,1.766
5/28/2021,Sulawesi Tengah,104.504,1.761
5/29/2021,Sulawesi Tengah,106.319,1.815
5/30/2021,Sulawesi Tengah,106.862,0.543
5/31/2021,Sulawesi Tengah,108.605,1.743
6/1/2021,Sulawesi Tengah,109.269,0.664
6/2/2021,Sulawesi Tengah,110.88,1.611
6/3/2021,Sulawesi Tengah,112.318,1.438
6/4/2021,Sulawesi Tengah,113.447,1.129
6/5/2021,Sulawesi Tengah,114.589,1.142
6/6/2021,Sulawesi Tengah,114.758,0.169
6/7/2021,Sulawesi Tengah,116.434,1.676
6/8/2021,Sulawesi Tengah,118.82,2.386
6/9/2021,Sulawesi Tengah,122.111,3.291
6/10/2021,Sulawesi Tengah,125.075,2.964
6/11/2021,Sulawesi Tengah,128.227,3.152
6/12/2021,Sulawesi Tengah,130.998,2.771
6/13/2021,Sulawesi Tengah,131.235,0.237
6/14/2021,Sulawesi Tengah,134.371,3.136
6/15/2021,Sulawesi Tengah,136.729,2.358
6/16/2021,Sulawesi Tengah,139.773,3.044
6/17/2021,Sulawesi Tengah,143.124,3.351
6/18/2021,Sulawesi Tengah,145.899,2.775
6/19/2021,Sulawesi Tengah,148.587,2.688
6/20/2021,Sulawesi Tengah,149.113,0.526
6/21/2021,Sulawesi Tengah,152.69,3.577
6/22/2021,Sulawesi Tengah,156.089,3.399
6/23/2021,Sulawesi Tengah,160.053,3.964
6/24/2021,Sulawesi Tengah,164.158,4.105
6/25/2021,Sulawesi Tengah,169.292,5.134
6/26/2021,Sulawesi Tengah,194.096,24.804
6/27/2021,Sulawesi Tengah,196.145,2.049
6/28/2021,Sulawesi Tengah,210.046,13.901
6/29/2021,Sulawesi Tengah,222.976,12.93
6/30/2021,Sulawesi Tengah,235.015,12.039
7/1/2021,Sulawesi Tengah,243.253,8.238
7/2/2021,Sulawesi Tengah,250.234,6.981
7/3/2021,Sulawesi Tengah,258.22,7.986
7/4/2021,Sulawesi Tengah,260.056,1.836
7/5/2021,Sulawesi Tengah,267.091,7.035
7/6/2021,Sulawesi Tengah,273.85,6.759
7/7/2021,Sulawesi Tengah,281.498,7.648
7/8/2021,Sulawesi Tengah,286.703,5.205
7/9/2021,Sulawesi Tengah,290.699,3.996
7/10/2021,Sulawesi Tengah,294.82,4.121
7/11/2021,Sulawesi Tengah,295.049,0.229
7/12/2021,Sulawesi Tengah,299.37,4.321
7/13/2021,Sulawesi Tengah,302.705,3.335
7/14/2021,Sulawesi Tengah,306.5,3.795
7/15/2021,Sulawesi Tengah,311.982,5.482
7/16/2021,Sulawesi Tengah,314.787,2.805
7/17/2021,Sulawesi Tengah,319.28,4.493
7/18/2021,Sulawesi Tengah,320.94,1.66
7/19/2021,Sulawesi Tengah,323.178,2.238
7/20/2021,Sulawesi Tengah,323.272,0.094
7/21/2021,Sulawesi Tengah,324.884,1.612
7/22/2021,Sulawesi Tengah,326.733,1.849
7/23/2021,Sulawesi Tengah,327.972,1.239
7/24/2021,Sulawesi Tengah,329.128,1.156
7/25/2021,Sulawesi Tengah,329.728,0.6
7/26/2021,Sulawesi Tengah,331.39,1.662
7/27/2021,Sulawesi Tengah,333.557,2.167
7/28/2021,Sulawesi Tengah,335.321,1.764
7/29/2021,Sulawesi Tengah,336.808,1.487
7/30/2021,Sulawesi Tengah,337.789,0.981
7/31/2021,Sulawesi Tengah,339.672,1.883
8/1/2021,Sulawesi Tengah,341.835,2.163
8/2/2021,Sulawesi Tengah,343.789,1.954
8/3/2021,Sulawesi Tengah,344.559,0.77
8/4/2021,Sulawesi Tengah,345.622,1.063
8/5/2021,Sulawesi Tengah,348.401,2.779
8/6/2021,Sulawesi Tengah,351.04,2.639
8/7/2021,Sulawesi Tengah,353.422,2.382
8/8/2021,Sulawesi Tengah,353.467,0.045
8/9/2021,Sulawesi Tengah,355.195,1.728
8/10/2021,Sulawesi Tengah,357.002,1.807
8/11/2021,Sulawesi Tengah,357.704,0.702
8/12/2021,Sulawesi Tengah,359.682,1.978
8/13/2021,Sulawesi Tengah,361.73,2.048
8/14/2021,Sulawesi Tengah,363.754,2.024
8/15/2021,Sulawesi Tengah,364.108,0.354
8/16/2021,Sulawesi Tengah,366.788,2.68
8/17/2021,Sulawesi Tengah,367.942,1.154
8/18/2021,Sulawesi Tengah,372.25,4.308
8/19/2021,Sulawesi Tengah,376.438,4.188
8/20/2021,Sulawesi Tengah,379.236,2.798
8/21/2021,Sulawesi Tengah,382.343,3.107
8/22/2021,Sulawesi Tengah,382.843,0.5
8/23/2021,Sulawesi Tengah,388.585,5.742
8/24/2021,Sulawesi Tengah,393.365,4.78
8/25/2021,Sulawesi Tengah,398.442,5.077
8/26/2021,Sulawesi Tengah,402.217,3.775
8/27/2021,Sulawesi Tengah,405.75,3.533
8/28/2021,Sulawesi Tengah,408.814,3.064
8/29/2021,Sulawesi Tengah,409.273,0.459
8/30/2021,Sulawesi Tengah,414.767,5.494
8/31/2021,Sulawesi Tengah,420.045,5.278
9/1/2021,Sulawesi Tengah,426.009,5.964
9/2/2021,Sulawesi Tengah,432.294,6.285
9/3/2021,Sulawesi Tengah,437.121,4.827
9/4/2021,Sulawesi Tengah,441.79,4.669
9/5/2021,Sulawesi Tengah,442.455,0.665
9/6/2021,Sulawesi Tengah,449.239,6.784
9/7/2021,Sulawesi Tengah,457.636,8.397
9/8/2021,Sulawesi Tengah,463.376,5.74
9/9/2021,Sulawesi Tengah,472.226,8.85
9/10/2021,Sulawesi Tengah,478.776,6.55
9/11/2021,Sulawesi Tengah,485.163,6.387
9/12/2021,Sulawesi Tengah,486.534,1.371
9/13/2021,Sulawesi Tengah,494.628,8.094
9/14/2021,Sulawesi Tengah,500.867,6.239
9/15/2021,Sulawesi Tengah,506.766,5.899
9/16/2021,Sulawesi Tengah,513.332,6.566
9/17/2021,Sulawesi Tengah,519.702,6.37
9/18/2021,Sulawesi Tengah,526.804,7.102
9/19/2021,Sulawesi Tengah,527.46,0.656
9/20/2021,Sulawesi Tengah,534.086,6.626
9/21/2021,Sulawesi Tengah,540.727,6.641
9/22/2021,Sulawesi Tengah,548.341,7.614
9/23/2021,Sulawesi Tengah,557.617,9.276
9/24/2021,Sulawesi Tengah,564.382,6.765
9/25/2021,Sulawesi Tengah,572.491,8.109
9/26/2021,Sulawesi Tengah,572.849,0.358
9/27/2021,Sulawesi Tengah,580.254,7.405
9/28/2021,Sulawesi Tengah,588.172,7.918
9/29/2021,Sulawesi Tengah,595.001,6.829
9/30/2021,Sulawesi Tengah,606.205,11.204
10/1/2021,Sulawesi Tengah,613.718,7.513
10/2/2021,Sulawesi Tengah,620.046,6.328
10/3/2021,Sulawesi Tengah,620.797,0.751
10/4/2021,Sulawesi Tengah,627.876,7.079
10/5/2021,Sulawesi Tengah,634.297,6.421
10/6/2021,Sulawesi Tengah,642.406,8.109
10/7/2021,Sulawesi Tengah,649.766,7.36
10/8/2021,Sulawesi Tengah,655.418,5.652
10/9/2021,Sulawesi Tengah,662.812,7.394
10/10/2021,Sulawesi Tengah,665.473,2.661
10/11/2021,Sulawesi Tengah,673.959,8.486
10/12/2021,Sulawesi Tengah,683.269,9.31
10/13/2021,Sulawesi Tengah,691.677,8.408
10/14/2021,Sulawesi Tengah,699.699,8.022
10/15/2021,Sulawesi Tengah,706.268,6.569
10/16/2021,Sulawesi Tengah,713.513,7.245
10/17/2021,Sulawesi Tengah,714.738,1.225
10/18/2021,Sulawesi Tengah,722.665,7.927
10/19/2021,Sulawesi Tengah,729.868,7.203
10/20/2021,Sulawesi Tengah,737.186,7.318
10/21/2021,Sulawesi Tengah,747.534,10.348
10/22/2021,Sulawesi Tengah,755.619,8.085
10/23/2021,Sulawesi Tengah,763.392,7.773
10/24/2021,Sulawesi Tengah,764.605,1.213
10/25/2021,Sulawesi Tengah,774.205,9.6
10/26/2021,Sulawesi Tengah,784.243,10.038
10/27/2021,Sulawesi Tengah,794.62,10.377
10/28/2021,Sulawesi Tengah,806.075,11.455
10/29/2021,Sulawesi Tengah,816.256,10.181
10/30/2021,Sulawesi Tengah,827.062,10.806
10/31/2021,Sulawesi Tengah,828.989,1.927
11/1/2021,Sulawesi Tengah,840.276,11.287
11/2/2021,Sulawesi Tengah,850.549,10.273
11/3/2021,Sulawesi Tengah,860.153,9.604
11/4/2021,Sulawesi Tengah,869.854,9.701
11/5/2021,Sulawesi Tengah,877.411,7.557
11/6/2021,Sulawesi Tengah,885.713,8.302
11/7/2021,Sulawesi Tengah,886.897,1.184
11/8/2021,Sulawesi Tengah,896.927,10.03
11/9/2021,Sulawesi Tengah,905.931,9.004
11/10/2021,Sulawesi Tengah,914.738,8.807
11/11/2021,Sulawesi Tengah,923.278,8.54
11/12/2021,Sulawesi Tengah,932.493,9.215
11/13/2021,Sulawesi Tengah,939.525,7.032
11/14/2021,Sulawesi Tengah,940.492,0.967
11/15/2021,Sulawesi Tengah,949.754,9.262
11/16/2021,Sulawesi Tengah,959.323,9.569
11/17/2021,Sulawesi Tengah,968.373,9.05
11/18/2021,Sulawesi Tengah,978.071,9.698
11/19/2021,Sulawesi Tengah,985.265,7.194
11/20/2021,Sulawesi Tengah,991.089,5.824
11/21/2021,Sulawesi Tengah,992.998,1.909
11/22/2021,Sulawesi Tengah,1002.537,9.539
11/23/2021,Sulawesi Tengah,1011.183,8.646
11/24/2021,Sulawesi Tengah,1019.751,8.568
11/25/2021,Sulawesi Tengah,1028.444,8.693
11/26/2021,Sulawesi Tengah,1035.225,6.781
11/27/2021,Sulawesi Tengah,1046.564,11.339
11/28/2021,Sulawesi Tengah,1048.24,1.676
11/29/2021,Sulawesi Tengah,1057.319,9.079
11/30/2021,Sulawesi Tengah,1066.255,8.936
12/1/2021,Sulawesi Tengah,1073.05,6.795
12/2/2021,Sulawesi Tengah,1080.62,7.57
12/3/2021,Sulawesi Tengah,1086.935,6.315
12/4/2021,Sulawesi Tengah,1094.941,8.006
12/5/2021,Sulawesi Tengah,1096.584,1.643
12/6/2021,Sulawesi Tengah,1105.223,8.639
12/7/2021,Sulawesi Tengah,1115.496,10.273
12/8/2021,Sulawesi Tengah,1126.593,11.097
12/9/2021,Sulawesi Tengah,1137.142,10.549
12/10/2021,Sulawesi Tengah,1147.206,10.064
12/11/2021,Sulawesi Tengah,1161.085,13.879
12/12/2021,Sulawesi Tengah,1168.183,7.098
12/13/2021,Sulawesi Tengah,1181.337,13.154
12/14/2021,Sulawesi Tengah,1194.89,13.553
12/15/2021,Sulawesi Tengah,1211.308,16.418
12/16/2021,Sulawesi Tengah,1229.638,18.33
12/17/2021,Sulawesi Tengah,1247.167,17.529
12/18/2021,Sulawesi Tengah,1265.543,18.376
12/19/2021,Sulawesi Tengah,1277.583,12.04
12/20/2021,Sulawesi Tengah,1296.244,18.661
12/21/2021,Sulawesi Tengah,1314.348,18.104
12/22/2021,Sulawesi Tengah,1331.569,17.221
12/23/2021,Sulawesi Tengah,1347.438,15.869
12/24/2021,Sulawesi Tengah,1363.648,16.21
12/25/2021,Sulawesi Tengah,1370.631,6.983
12/26/2021,Sulawesi Tengah,1375.82,5.189
12/27/2021,Sulawesi Tengah,1379.512,3.692
1/13/2021,Sulawesi Selatan,0.005,0.005
1/14/2021,Sulawesi Selatan,0.1,0.095
1/15/2021,Sulawesi Selatan,0.151,0.051
1/16/2021,Sulawesi Selatan,0.255,0.104
1/18/2021,Sulawesi Selatan,0.384,0.129
1/19/2021,Sulawesi Selatan,0.546,0.162
1/20/2021,Sulawesi Selatan,0.768,0.222
1/21/2021,Sulawesi Selatan,1.063,0.295
1/22/2021,Sulawesi Selatan,1.336,0.273
1/23/2021,Sulawesi Selatan,1.551,0.215
1/24/2021,Sulawesi Selatan,1.564,0.013
1/25/2021,Sulawesi Selatan,1.997,0.433
1/26/2021,Sulawesi Selatan,2.418,0.421
1/27/2021,Sulawesi Selatan,2.966,0.548
1/28/2021,Sulawesi Selatan,3.564,0.598
1/29/2021,Sulawesi Selatan,4.112,0.548
1/30/2021,Sulawesi Selatan,4.68,0.568
1/31/2021,Sulawesi Selatan,4.88,0.2
2/1/2021,Sulawesi Selatan,6.499,1.619
2/2/2021,Sulawesi Selatan,10.497,3.998
2/3/2021,Sulawesi Selatan,16.072,5.575
2/4/2021,Sulawesi Selatan,21.885,5.813
2/5/2021,Sulawesi Selatan,25.944,4.059
2/6/2021,Sulawesi Selatan,29.015,3.071
2/7/2021,Sulawesi Selatan,29.195,0.18
2/8/2021,Sulawesi Selatan,31.774,2.579
2/9/2021,Sulawesi Selatan,33.761,1.987
2/10/2021,Sulawesi Selatan,35.806,2.045
2/11/2021,Sulawesi Selatan,37.562,1.756
2/12/2021,Sulawesi Selatan,37.73,0.168
2/13/2021,Sulawesi Selatan,38.617,0.887
2/14/2021,Sulawesi Selatan,38.642,0.025
2/15/2021,Sulawesi Selatan,40.529,1.887
2/16/2021,Sulawesi Selatan,42.63,2.101
2/17/2021,Sulawesi Selatan,44.9,2.27
2/18/2021,Sulawesi Selatan,46.652,1.752
2/19/2021,Sulawesi Selatan,47.874,1.222
2/20/2021,Sulawesi Selatan,49.123,1.249
2/21/2021,Sulawesi Selatan,49.183,0.06
2/22/2021,Sulawesi Selatan,50.229,1.046
2/23/2021,Sulawesi Selatan,51.224,0.995
2/24/2021,Sulawesi Selatan,52.433,1.209
2/25/2021,Sulawesi Selatan,53.379,0.946
2/26/2021,Sulawesi Selatan,53.869,0.49
2/27/2021,Sulawesi Selatan,54.251,0.382
2/28/2021,Sulawesi Selatan,54.275,0.024
3/1/2021,Sulawesi Selatan,55.054,0.779
3/2/2021,Sulawesi Selatan,57.716,2.662
3/3/2021,Sulawesi Selatan,62.783,5.067
3/4/2021,Sulawesi Selatan,70.379,7.596
3/5/2021,Sulawesi Selatan,76.328,5.949
3/6/2021,Sulawesi Selatan,80.16,3.832
3/7/2021,Sulawesi Selatan,80.388,0.228
3/8/2021,Sulawesi Selatan,89.887,9.499
3/9/2021,Sulawesi Selatan,99.56,9.673
3/10/2021,Sulawesi Selatan,109.298,9.738
3/11/2021,Sulawesi Selatan,110.06,0.762
3/12/2021,Sulawesi Selatan,117.045,6.985
3/13/2021,Sulawesi Selatan,121.614,4.569
3/14/2021,Sulawesi Selatan,121.913,0.299
3/15/2021,Sulawesi Selatan,129.687,7.774
3/16/2021,Sulawesi Selatan,137.913,8.226
3/17/2021,Sulawesi Selatan,149.761,11.848
3/18/2021,Sulawesi Selatan,161.792,12.031
3/19/2021,Sulawesi Selatan,172.22,10.428
3/20/2021,Sulawesi Selatan,182.055,9.835
3/21/2021,Sulawesi Selatan,182.404,0.349
3/22/2021,Sulawesi Selatan,193.323,10.919
3/23/2021,Sulawesi Selatan,205.968,12.645
3/24/2021,Sulawesi Selatan,217.509,11.541
3/25/2021,Sulawesi Selatan,231.203,13.694
3/26/2021,Sulawesi Selatan,242.843,11.64
3/27/2021,Sulawesi Selatan,253.245,10.402
3/28/2021,Sulawesi Selatan,254.859,1.614
3/29/2021,Sulawesi Selatan,268.893,14.034
3/30/2021,Sulawesi Selatan,278.815,9.922
3/31/2021,Sulawesi Selatan,288.808,9.993
4/1/2021,Sulawesi Selatan,299.443,10.635
4/2/2021,Sulawesi Selatan,301.243,1.8
4/3/2021,Sulawesi Selatan,305.912,4.669
4/4/2021,Sulawesi Selatan,306.026,0.114
4/5/2021,Sulawesi Selatan,311.438,5.412
4/6/2021,Sulawesi Selatan,320.43,8.992
4/7/2021,Sulawesi Selatan,324.698,4.268
4/8/2021,Sulawesi Selatan,328.449,3.751
4/9/2021,Sulawesi Selatan,332.94,4.491
4/10/2021,Sulawesi Selatan,345.003,12.063
4/11/2021,Sulawesi Selatan,346.426,1.423
4/12/2021,Sulawesi Selatan,362.472,16.046
4/13/2021,Sulawesi Selatan,366.001,3.529
4/14/2021,Sulawesi Selatan,370.869,4.868
4/15/2021,Sulawesi Selatan,375.024,4.155
4/16/2021,Sulawesi Selatan,377.377,2.353
4/17/2021,Sulawesi Selatan,380.423,3.046
4/18/2021,Sulawesi Selatan,380.446,0.023
4/19/2021,Sulawesi Selatan,387.098,6.652
