Tanggal,Prov,Provinsi,Running Sum of divaksin2 (ribu),divaksin2 (ribu)
4/16/2021,Kalimantan Barat,Kalimantan Barat,71.529,0.864
4/17/2021,Kalimantan Barat,Kalimantan Barat,71.99,0.461
4/18/2021,Kalimantan Barat,Kalimantan Barat,72,0.01
4/19/2021,Kalimantan Barat,Kalimantan Barat,73.345,1.345
4/20/2021,Kalimantan Barat,Kalimantan Barat,74.801,1.456
4/21/2021,Kalimantan Barat,Kalimantan Barat,76.84,2.039
4/22/2021,Kalimantan Barat,Kalimantan Barat,78.97,2.13
4/23/2021,Kalimantan Barat,Kalimantan Barat,80.884,1.914
4/24/2021,Kalimantan Barat,Kalimantan Barat,81.764,0.88
4/25/2021,Kalimantan Barat,Kalimantan Barat,81.874,0.11
4/26/2021,Kalimantan Barat,Kalimantan Barat,84.049,2.175
4/27/2021,Kalimantan Barat,Kalimantan Barat,86.067,2.018
4/28/2021,Kalimantan Barat,Kalimantan Barat,88.732,2.665
4/29/2021,Kalimantan Barat,Kalimantan Barat,91.04,2.308
4/30/2021,Kalimantan Barat,Kalimantan Barat,91.513,0.473
5/1/2021,Kalimantan Barat,Kalimantan Barat,91.56,0.047
5/2/2021,Kalimantan Barat,Kalimantan Barat,91.561,0.001
5/3/2021,Kalimantan Barat,Kalimantan Barat,93.198,1.637
5/4/2021,Kalimantan Barat,Kalimantan Barat,95.246,2.048
5/5/2021,Kalimantan Barat,Kalimantan Barat,97.767,2.521
5/6/2021,Kalimantan Barat,Kalimantan Barat,100.327,2.56
5/7/2021,Kalimantan Barat,Kalimantan Barat,101.877,1.55
5/8/2021,Kalimantan Barat,Kalimantan Barat,102.642,0.765
5/9/2021,Kalimantan Barat,Kalimantan Barat,102.735,0.093
5/10/2021,Kalimantan Barat,Kalimantan Barat,104.646,1.911
5/11/2021,Kalimantan Barat,Kalimantan Barat,105.76,1.114
5/12/2021,Kalimantan Barat,Kalimantan Barat,105.918,0.158
5/13/2021,Kalimantan Barat,Kalimantan Barat,105.942,0.024
5/14/2021,Kalimantan Barat,Kalimantan Barat,105.949,0.007
5/15/2021,Kalimantan Barat,Kalimantan Barat,105.981,0.032
5/16/2021,Kalimantan Barat,Kalimantan Barat,105.989,0.008
5/17/2021,Kalimantan Barat,Kalimantan Barat,107.315,1.326
5/18/2021,Kalimantan Barat,Kalimantan Barat,109.2,1.885
5/19/2021,Kalimantan Barat,Kalimantan Barat,112.118,2.918
5/20/2021,Kalimantan Barat,Kalimantan Barat,113.856,1.738
5/21/2021,Kalimantan Barat,Kalimantan Barat,115.028,1.172
5/22/2021,Kalimantan Barat,Kalimantan Barat,115.653,0.625
5/23/2021,Kalimantan Barat,Kalimantan Barat,115.662,0.009
5/24/2021,Kalimantan Barat,Kalimantan Barat,117.349,1.687
5/25/2021,Kalimantan Barat,Kalimantan Barat,119.754,2.405
5/26/2021,Kalimantan Barat,Kalimantan Barat,120.038,0.284
5/27/2021,Kalimantan Barat,Kalimantan Barat,122.803,2.765
5/28/2021,Kalimantan Barat,Kalimantan Barat,124.136,1.333
5/29/2021,Kalimantan Barat,Kalimantan Barat,124.457,0.321
5/30/2021,Kalimantan Barat,Kalimantan Barat,124.487,0.03
5/31/2021,Kalimantan Barat,Kalimantan Barat,126.205,1.718
6/1/2021,Kalimantan Barat,Kalimantan Barat,126.477,0.272
6/2/2021,Kalimantan Barat,Kalimantan Barat,128.791,2.314
6/3/2021,Kalimantan Barat,Kalimantan Barat,130.426,1.635
6/4/2021,Kalimantan Barat,Kalimantan Barat,131.137,0.711
6/5/2021,Kalimantan Barat,Kalimantan Barat,131.715,0.578
6/6/2021,Kalimantan Barat,Kalimantan Barat,131.716,0.001
6/7/2021,Kalimantan Barat,Kalimantan Barat,132.554,0.838
6/8/2021,Kalimantan Barat,Kalimantan Barat,133.225,0.671
6/9/2021,Kalimantan Barat,Kalimantan Barat,133.517,0.292
6/10/2021,Kalimantan Barat,Kalimantan Barat,133.822,0.305
6/11/2021,Kalimantan Barat,Kalimantan Barat,133.924,0.102
6/12/2021,Kalimantan Barat,Kalimantan Barat,133.958,0.034
6/13/2021,Kalimantan Barat,Kalimantan Barat,133.963,0.005
6/14/2021,Kalimantan Barat,Kalimantan Barat,134.319,0.356
6/15/2021,Kalimantan Barat,Kalimantan Barat,135.148,0.829
6/16/2021,Kalimantan Barat,Kalimantan Barat,135.888,0.74
6/17/2021,Kalimantan Barat,Kalimantan Barat,137.126,1.238
6/18/2021,Kalimantan Barat,Kalimantan Barat,137.996,0.87
6/19/2021,Kalimantan Barat,Kalimantan Barat,138.29,0.294
6/20/2021,Kalimantan Barat,Kalimantan Barat,138.298,0.008
6/21/2021,Kalimantan Barat,Kalimantan Barat,139.81,1.512
6/22/2021,Kalimantan Barat,Kalimantan Barat,141.957,2.147
6/23/2021,Kalimantan Barat,Kalimantan Barat,142.807,0.85
6/24/2021,Kalimantan Barat,Kalimantan Barat,144.337,1.53
6/25/2021,Kalimantan Barat,Kalimantan Barat,145.774,1.437
6/26/2021,Kalimantan Barat,Kalimantan Barat,146.549,0.775
6/27/2021,Kalimantan Barat,Kalimantan Barat,146.568,0.019
6/28/2021,Kalimantan Barat,Kalimantan Barat,147.864,1.296
6/29/2021,Kalimantan Barat,Kalimantan Barat,148.299,0.435
6/30/2021,Kalimantan Barat,Kalimantan Barat,150.763,2.464
7/1/2021,Kalimantan Barat,Kalimantan Barat,153.099,2.336
7/2/2021,Kalimantan Barat,Kalimantan Barat,154.831,1.732
7/3/2021,Kalimantan Barat,Kalimantan Barat,155.708,0.877
7/4/2021,Kalimantan Barat,Kalimantan Barat,155.794,0.086
7/5/2021,Kalimantan Barat,Kalimantan Barat,157.778,1.984
7/6/2021,Kalimantan Barat,Kalimantan Barat,160.189,2.411
7/7/2021,Kalimantan Barat,Kalimantan Barat,162.178,1.989
7/8/2021,Kalimantan Barat,Kalimantan Barat,164.846,2.668
7/9/2021,Kalimantan Barat,Kalimantan Barat,166.819,1.973
7/10/2021,Kalimantan Barat,Kalimantan Barat,167.778,0.959
7/11/2021,Kalimantan Barat,Kalimantan Barat,167.878,0.1
7/12/2021,Kalimantan Barat,Kalimantan Barat,170.648,2.77
7/13/2021,Kalimantan Barat,Kalimantan Barat,175.152,4.504
7/14/2021,Kalimantan Barat,Kalimantan Barat,180.486,5.334
7/15/2021,Kalimantan Barat,Kalimantan Barat,185.486,5
7/16/2021,Kalimantan Barat,Kalimantan Barat,190.044,4.558
7/17/2021,Kalimantan Barat,Kalimantan Barat,194.048,4.004
7/18/2021,Kalimantan Barat,Kalimantan Barat,194.14,0.092
7/19/2021,Kalimantan Barat,Kalimantan Barat,198.932,4.792
7/20/2021,Kalimantan Barat,Kalimantan Barat,199.037,0.105
7/21/2021,Kalimantan Barat,Kalimantan Barat,206.389,7.352
7/22/2021,Kalimantan Barat,Kalimantan Barat,215.044,8.655
7/23/2021,Kalimantan Barat,Kalimantan Barat,220.598,5.554
7/24/2021,Kalimantan Barat,Kalimantan Barat,226.582,5.984
7/25/2021,Kalimantan Barat,Kalimantan Barat,227.396,0.814
7/26/2021,Kalimantan Barat,Kalimantan Barat,233.479,6.083
7/27/2021,Kalimantan Barat,Kalimantan Barat,241.187,7.708
7/28/2021,Kalimantan Barat,Kalimantan Barat,249.654,8.467
7/29/2021,Kalimantan Barat,Kalimantan Barat,258.987,9.333
7/30/2021,Kalimantan Barat,Kalimantan Barat,264.634,5.647
7/31/2021,Kalimantan Barat,Kalimantan Barat,269.707,5.073
8/1/2021,Kalimantan Barat,Kalimantan Barat,271.79,2.083
8/2/2021,Kalimantan Barat,Kalimantan Barat,279.558,7.768
8/3/2021,Kalimantan Barat,Kalimantan Barat,287.557,7.999
8/4/2021,Kalimantan Barat,Kalimantan Barat,297.305,9.748
8/5/2021,Kalimantan Barat,Kalimantan Barat,311.418,14.113
8/6/2021,Kalimantan Barat,Kalimantan Barat,323.841,12.423
8/7/2021,Kalimantan Barat,Kalimantan Barat,333.033,9.192
8/8/2021,Kalimantan Barat,Kalimantan Barat,334.089,1.056
8/9/2021,Kalimantan Barat,Kalimantan Barat,342.42,8.331
8/10/2021,Kalimantan Barat,Kalimantan Barat,348.098,5.678
8/11/2021,Kalimantan Barat,Kalimantan Barat,352.185,4.087
8/12/2021,Kalimantan Barat,Kalimantan Barat,366.896,14.711
8/13/2021,Kalimantan Barat,Kalimantan Barat,376.022,9.126
8/14/2021,Kalimantan Barat,Kalimantan Barat,382.11,6.088
8/15/2021,Kalimantan Barat,Kalimantan Barat,383.528,1.418
8/16/2021,Kalimantan Barat,Kalimantan Barat,391.418,7.89
8/17/2021,Kalimantan Barat,Kalimantan Barat,391.963,0.545
8/18/2021,Kalimantan Barat,Kalimantan Barat,401.04,9.077
8/19/2021,Kalimantan Barat,Kalimantan Barat,409.888,8.848
8/20/2021,Kalimantan Barat,Kalimantan Barat,414.799,4.911
8/21/2021,Kalimantan Barat,Kalimantan Barat,418.14,3.341
8/22/2021,Kalimantan Barat,Kalimantan Barat,418.652,0.512
8/23/2021,Kalimantan Barat,Kalimantan Barat,424.318,5.666
8/24/2021,Kalimantan Barat,Kalimantan Barat,429.206,4.888
8/25/2021,Kalimantan Barat,Kalimantan Barat,432.862,3.656
8/26/2021,Kalimantan Barat,Kalimantan Barat,438.271,5.409
8/27/2021,Kalimantan Barat,Kalimantan Barat,440.549,2.278
8/28/2021,Kalimantan Barat,Kalimantan Barat,442.764,2.215
8/29/2021,Kalimantan Barat,Kalimantan Barat,443.088,0.324
8/30/2021,Kalimantan Barat,Kalimantan Barat,444.072,0.984
8/31/2021,Kalimantan Barat,Kalimantan Barat,445.77,1.698
9/1/2021,Kalimantan Barat,Kalimantan Barat,448.315,2.545
9/2/2021,Kalimantan Barat,Kalimantan Barat,453.71,5.395
9/3/2021,Kalimantan Barat,Kalimantan Barat,456.583,2.873
9/4/2021,Kalimantan Barat,Kalimantan Barat,458.633,2.05
9/5/2021,Kalimantan Barat,Kalimantan Barat,459.329,0.696
9/6/2021,Kalimantan Barat,Kalimantan Barat,462.955,3.626
9/7/2021,Kalimantan Barat,Kalimantan Barat,466.655,3.7
9/8/2021,Kalimantan Barat,Kalimantan Barat,469.248,2.593
9/9/2021,Kalimantan Barat,Kalimantan Barat,473.386,4.138
9/10/2021,Kalimantan Barat,Kalimantan Barat,477.523,4.137
9/11/2021,Kalimantan Barat,Kalimantan Barat,481.88,4.357
9/12/2021,Kalimantan Barat,Kalimantan Barat,483.245,1.365
9/13/2021,Kalimantan Barat,Kalimantan Barat,489.302,6.057
9/14/2021,Kalimantan Barat,Kalimantan Barat,493.519,4.217
9/15/2021,Kalimantan Barat,Kalimantan Barat,503.301,9.782
9/16/2021,Kalimantan Barat,Kalimantan Barat,513.249,9.948
9/17/2021,Kalimantan Barat,Kalimantan Barat,520.491,7.242
9/18/2021,Kalimantan Barat,Kalimantan Barat,530.407,9.916
9/19/2021,Kalimantan Barat,Kalimantan Barat,530.909,0.502
9/20/2021,Kalimantan Barat,Kalimantan Barat,538.168,7.259
9/21/2021,Kalimantan Barat,Kalimantan Barat,549.166,10.998
9/22/2021,Kalimantan Barat,Kalimantan Barat,561.123,11.957
9/23/2021,Kalimantan Barat,Kalimantan Barat,574.106,12.983
9/24/2021,Kalimantan Barat,Kalimantan Barat,583.121,9.015
9/25/2021,Kalimantan Barat,Kalimantan Barat,590.334,7.213
9/26/2021,Kalimantan Barat,Kalimantan Barat,591.891,1.557
9/27/2021,Kalimantan Barat,Kalimantan Barat,603.406,11.515
9/28/2021,Kalimantan Barat,Kalimantan Barat,615.875,12.469
9/29/2021,Kalimantan Barat,Kalimantan Barat,625.242,9.367
9/30/2021,Kalimantan Barat,Kalimantan Barat,635.204,9.962
10/1/2021,Kalimantan Barat,Kalimantan Barat,641.108,5.904000000
10/2/2021,Kalimantan Barat,Kalimantan Barat,647.348,6.24
10/3/2021,Kalimantan Barat,Kalimantan Barat,649.721,2.373
10/4/2021,Kalimantan Barat,Kalimantan Barat,658.856,9.135
10/5/2021,Kalimantan Barat,Kalimantan Barat,671.514,12.658
10/6/2021,Kalimantan Barat,Kalimantan Barat,681.845,10.331
10/7/2021,Kalimantan Barat,Kalimantan Barat,694.743,12.898
10/8/2021,Kalimantan Barat,Kalimantan Barat,700.905,6.162
10/9/2021,Kalimantan Barat,Kalimantan Barat,710.867,9.962
10/10/2021,Kalimantan Barat,Kalimantan Barat,711.531,0.664
10/11/2021,Kalimantan Barat,Kalimantan Barat,722.712,11.181
10/12/2021,Kalimantan Barat,Kalimantan Barat,734.355,11.643
10/13/2021,Kalimantan Barat,Kalimantan Barat,746.174,11.819
10/14/2021,Kalimantan Barat,Kalimantan Barat,759.502,13.328
10/15/2021,Kalimantan Barat,Kalimantan Barat,767.038,7.536
10/16/2021,Kalimantan Barat,Kalimantan Barat,773.767,6.729
10/17/2021,Kalimantan Barat,Kalimantan Barat,774.481,0.714
10/18/2021,Kalimantan Barat,Kalimantan Barat,783.415,8.934
10/19/2021,Kalimantan Barat,Kalimantan Barat,789.566,6.151
10/20/2021,Kalimantan Barat,Kalimantan Barat,792.241,2.675
10/21/2021,Kalimantan Barat,Kalimantan Barat,808.028,15.787
10/22/2021,Kalimantan Barat,Kalimantan Barat,819.518,11.49
10/23/2021,Kalimantan Barat,Kalimantan Barat,825.537,6.019
10/24/2021,Kalimantan Barat,Kalimantan Barat,826.151,0.614
10/25/2021,Kalimantan Barat,Kalimantan Barat,834.22,8.069
10/26/2021,Kalimantan Barat,Kalimantan Barat,839.401,5.181
10/27/2021,Kalimantan Barat,Kalimantan Barat,847.594,8.193
10/28/2021,Kalimantan Barat,Kalimantan Barat,859.889,12.295
10/29/2021,Kalimantan Barat,Kalimantan Barat,872.451,12.562
10/30/2021,Kalimantan Barat,Kalimantan Barat,889.944,17.493
10/31/2021,Kalimantan Barat,Kalimantan Barat,897.452,7.508
11/1/2021,Kalimantan Barat,Kalimantan Barat,915.238,17.786
11/2/2021,Kalimantan Barat,Kalimantan Barat,939.158,23.92
11/3/2021,Kalimantan Barat,Kalimantan Barat,963.72,24.562
11/4/2021,Kalimantan Barat,Kalimantan Barat,982.225,18.505
11/5/2021,Kalimantan Barat,Kalimantan Barat,997.986,15.761
11/6/2021,Kalimantan Barat,Kalimantan Barat,1012.266,14.28
11/7/2021,Kalimantan Barat,Kalimantan Barat,1016.502,4.236
11/8/2021,Kalimantan Barat,Kalimantan Barat,1032.73,16.228
11/9/2021,Kalimantan Barat,Kalimantan Barat,1052.2,19.47
11/10/2021,Kalimantan Barat,Kalimantan Barat,1067.299,15.099
11/11/2021,Kalimantan Barat,Kalimantan Barat,1084.133,16.834
11/12/2021,Kalimantan Barat,Kalimantan Barat,1097.252,13.119
11/13/2021,Kalimantan Barat,Kalimantan Barat,1105.799,8.547
11/14/2021,Kalimantan Barat,Kalimantan Barat,1108.554,2.755
11/15/2021,Kalimantan Barat,Kalimantan Barat,1122.786,14.232
11/16/2021,Kalimantan Barat,Kalimantan Barat,1144.109,21.323
11/17/2021,Kalimantan Barat,Kalimantan Barat,1160.773,16.664
11/18/2021,Kalimantan Barat,Kalimantan Barat,1182.945,22.172
11/19/2021,Kalimantan Barat,Kalimantan Barat,1200.281,17.336
11/20/2021,Kalimantan Barat,Kalimantan Barat,1209.701,9.42
11/21/2021,Kalimantan Barat,Kalimantan Barat,1211.268,1.567
11/22/2021,Kalimantan Barat,Kalimantan Barat,1230.68,19.412
11/23/2021,Kalimantan Barat,Kalimantan Barat,1249.423,18.743
11/24/2021,Kalimantan Barat,Kalimantan Barat,1274.035,24.612
11/25/2021,Kalimantan Barat,Kalimantan Barat,1295.164,21.129
11/26/2021,Kalimantan Barat,Kalimantan Barat,1309.916,14.752
11/27/2021,Kalimantan Barat,Kalimantan Barat,1322.891,12.975
11/28/2021,Kalimantan Barat,Kalimantan Barat,1325.312,2.421
11/29/2021,Kalimantan Barat,Kalimantan Barat,1342.967,17.655
11/30/2021,Kalimantan Barat,Kalimantan Barat,1362.934,19.967
12/1/2021,Kalimantan Barat,Kalimantan Barat,1384.707,21.773
12/2/2021,Kalimantan Barat,Kalimantan Barat,1409.37,24.663
12/3/2021,Kalimantan Barat,Kalimantan Barat,1426.687,17.317
12/4/2021,Kalimantan Barat,Kalimantan Barat,1441.119,14.432
12/5/2021,Kalimantan Barat,Kalimantan Barat,1443.954,2.835
12/6/2021,Kalimantan Barat,Kalimantan Barat,1463.195,19.241
12/7/2021,Kalimantan Barat,Kalimantan Barat,1478.698,15.503
12/8/2021,Kalimantan Barat,Kalimantan Barat,1497.361,18.663
12/9/2021,Kalimantan Barat,Kalimantan Barat,1515.81,18.449
12/10/2021,Kalimantan Barat,Kalimantan Barat,1527.898,12.088
12/11/2021,Kalimantan Barat,Kalimantan Barat,1537.597,9.699
12/12/2021,Kalimantan Barat,Kalimantan Barat,1538.902,1.305
12/13/2021,Kalimantan Barat,Kalimantan Barat,1551.222,12.32
12/14/2021,Kalimantan Barat,Kalimantan Barat,1566.302,15.08
12/15/2021,Kalimantan Barat,Kalimantan Barat,1578.533,12.231
12/16/2021,Kalimantan Barat,Kalimantan Barat,1592.495,13.962
12/17/2021,Kalimantan Barat,Kalimantan Barat,1602.519,10.024
12/18/2021,Kalimantan Barat,Kalimantan Barat,1608.919,6.4
12/19/2021,Kalimantan Barat,Kalimantan Barat,1610.102,1.183
12/20/2021,Kalimantan Barat,Kalimantan Barat,1620.811,10.709
12/21/2021,Kalimantan Barat,Kalimantan Barat,1631.048,10.237
12/22/2021,Kalimantan Barat,Kalimantan Barat,1641.05,10.002
12/23/2021,Kalimantan Barat,Kalimantan Barat,1649.28,8.23
12/24/2021,Kalimantan Barat,Kalimantan Barat,1653.835,4.555
12/25/2021,Kalimantan Barat,Kalimantan Barat,1655.811,1.976
12/26/2021,Kalimantan Barat,Kalimantan Barat,1656.811,1
12/27/2021,Kalimantan Barat,Kalimantan Barat,1662.419,5.608
1/3/2021,Jawa Timur,Jawa Timur,0,0
1/7/2021,Jawa Timur,Jawa Timur,0,0
1/12/2021,Jawa Timur,Jawa Timur,0,0
1/13/2021,Jawa Timur,Jawa Timur,0,0
1/14/2021,Jawa Timur,Jawa Timur,0,0
1/15/2021,Jawa Timur,Jawa Timur,0,0
1/16/2021,Jawa Timur,Jawa Timur,0.001,0.001
1/17/2021,Jawa Timur,Jawa Timur,0.001,0
1/18/2021,Jawa Timur,Jawa Timur,0.003,0.002
1/19/2021,Jawa Timur,Jawa Timur,0.006,0.003
1/20/2021,Jawa Timur,Jawa Timur,0.012,0.006
1/21/2021,Jawa Timur,Jawa Timur,0.013,0.001
1/22/2021,Jawa Timur,Jawa Timur,0.013,0
1/23/2021,Jawa Timur,Jawa Timur,0.013,0
1/24/2021,Jawa Timur,Jawa Timur,0.013,0
1/25/2021,Jawa Timur,Jawa Timur,0.016,0.003
1/26/2021,Jawa Timur,Jawa Timur,0.023,0.007
1/27/2021,Jawa Timur,Jawa Timur,0.03,0.007
1/28/2021,Jawa Timur,Jawa Timur,0.095,0.065
1/29/2021,Jawa Timur,Jawa Timur,1.082,0.987
1/30/2021,Jawa Timur,Jawa Timur,1.642,0.56
1/31/2021,Jawa Timur,Jawa Timur,1.655,0.013
2/1/2021,Jawa Timur,Jawa Timur,2.896,1.241
2/2/2021,Jawa Timur,Jawa Timur,4.314,1.418
2/3/2021,Jawa Timur,Jawa Timur,6.238,1.924
2/4/2021,Jawa Timur,Jawa Timur,8.147,1.909
2/5/2021,Jawa Timur,Jawa Timur,10.909,2.762
2/6/2021,Jawa Timur,Jawa Timur,13.489,2.58
2/7/2021,Jawa Timur,Jawa Timur,13.754,0.265
2/8/2021,Jawa Timur,Jawa Timur,17.868,4.114
2/9/2021,Jawa Timur,Jawa Timur,22.403,4.535
2/10/2021,Jawa Timur,Jawa Timur,29.905,7.502
2/11/2021,Jawa Timur,Jawa Timur,48.117,18.212
2/12/2021,Jawa Timur,Jawa Timur,52.376,4.259
2/13/2021,Jawa Timur,Jawa Timur,75.917,23.541
2/14/2021,Jawa Timur,Jawa Timur,81.238,5.321
2/15/2021,Jawa Timur,Jawa Timur,104.812,23.574
2/16/2021,Jawa Timur,Jawa Timur,122.744,17.932
2/17/2021,Jawa Timur,Jawa Timur,132.588,9.844
2/18/2021,Jawa Timur,Jawa Timur,139.109,6.521
2/19/2021,Jawa Timur,Jawa Timur,144.45,5.341
2/20/2021,Jawa Timur,Jawa Timur,148.933,4.483
2/21/2021,Jawa Timur,Jawa Timur,149.106,0.173
2/22/2021,Jawa Timur,Jawa Timur,153.355,4.249
2/23/2021,Jawa Timur,Jawa Timur,156.205,2.85
2/24/2021,Jawa Timur,Jawa Timur,159.959,3.754
2/25/2021,Jawa Timur,Jawa Timur,164.246,4.287
2/26/2021,Jawa Timur,Jawa Timur,165.346,1.1
2/27/2021,Jawa Timur,Jawa Timur,167.138,1.792
2/28/2021,Jawa Timur,Jawa Timur,167.345,0.207
3/1/2021,Jawa Timur,Jawa Timur,169.543,2.198
3/2/2021,Jawa Timur,Jawa Timur,171.121,1.578
3/3/2021,Jawa Timur,Jawa Timur,172.672,1.551
3/4/2021,Jawa Timur,Jawa Timur,173.733,1.061
3/5/2021,Jawa Timur,Jawa Timur,174.407,0.674
3/6/2021,Jawa Timur,Jawa Timur,174.962,0.555
3/7/2021,Jawa Timur,Jawa Timur,174.989,0.027
3/8/2021,Jawa Timur,Jawa Timur,175.928,0.939
3/9/2021,Jawa Timur,Jawa Timur,180.329,4.401
3/10/2021,Jawa Timur,Jawa Timur,196.587,16.258
3/11/2021,Jawa Timur,Jawa Timur,200.603,4.016
3/12/2021,Jawa Timur,Jawa Timur,237.381,36.778
3/13/2021,Jawa Timur,Jawa Timur,258.66,21.279
3/14/2021,Jawa Timur,Jawa Timur,258.83,0.17
3/15/2021,Jawa Timur,Jawa Timur,312.096,53.266
3/16/2021,Jawa Timur,Jawa Timur,365.992,53.896
3/17/2021,Jawa Timur,Jawa Timur,419.813,53.821
3/18/2021,Jawa Timur,Jawa Timur,467.991,48.178
3/19/2021,Jawa Timur,Jawa Timur,498.976,30.985
3/20/2021,Jawa Timur,Jawa Timur,518.698,19.722
3/21/2021,Jawa Timur,Jawa Timur,519.227,0.529
3/22/2021,Jawa Timur,Jawa Timur,556.462,37.235
3/23/2021,Jawa Timur,Jawa Timur,597.993,41.531
3/24/2021,Jawa Timur,Jawa Timur,639.646,41.653
3/25/2021,Jawa Timur,Jawa Timur,658.523,18.877
3/26/2021,Jawa Timur,Jawa Timur,682.696,24.173
3/27/2021,Jawa Timur,Jawa Timur,705.445,22.749
3/28/2021,Jawa Timur,Jawa Timur,710.994,5.549
3/29/2021,Jawa Timur,Jawa Timur,738.613,27.619
3/30/2021,Jawa Timur,Jawa Timur,765.795,27.182
3/31/2021,Jawa Timur,Jawa Timur,783.973,18.178
4/1/2021,Jawa Timur,Jawa Timur,803.033,19.06
4/2/2021,Jawa Timur,Jawa Timur,807.016,3.983
4/3/2021,Jawa Timur,Jawa Timur,821.614,14.598
4/4/2021,Jawa Timur,Jawa Timur,822.091,0.477
4/5/2021,Jawa Timur,Jawa Timur,841.892,19.801
4/6/2021,Jawa Timur,Jawa Timur,858.505,16.613
4/7/2021,Jawa Timur,Jawa Timur,872.956,14.451
4/8/2021,Jawa Timur,Jawa Timur,891.596,18.64
4/9/2021,Jawa Timur,Jawa Timur,905.263,13.667
4/10/2021,Jawa Timur,Jawa Timur,922.511,17.248
4/11/2021,Jawa Timur,Jawa Timur,922.949,0.438
4/12/2021,Jawa Timur,Jawa Timur,947.526,24.577
4/13/2021,Jawa Timur,Jawa Timur,957.076,9.55
4/14/2021,Jawa Timur,Jawa Timur,966.259,9.183
4/15/2021,Jawa Timur,Jawa Timur,974.892,8.633
4/16/2021,Jawa Timur,Jawa Timur,977.871,2.979
4/17/2021,Jawa Timur,Jawa Timur,981.272,3.401
4/18/2021,Jawa Timur,Jawa Timur,981.526,0.254
4/19/2021,Jawa Timur,Jawa Timur,989.772,8.246
4/20/2021,Jawa Timur,Jawa Timur,997.952,8.18
4/21/2021,Jawa Timur,Jawa Timur,1004.359,6.407
4/22/2021,Jawa Timur,Jawa Timur,1015.404,11.045
4/23/2021,Jawa Timur,Jawa Timur,1020.477,5.073
4/24/2021,Jawa Timur,Jawa Timur,1026.391,5.914
4/25/2021,Jawa Timur,Jawa Timur,1029.111,2.72
4/26/2021,Jawa Timur,Jawa Timur,1047.894,18.783
4/27/2021,Jawa Timur,Jawa Timur,1068.907,21.013
4/28/2021,Jawa Timur,Jawa Timur,1089.169,20.262
4/29/2021,Jawa Timur,Jawa Timur,1105.392,16.223
4/30/2021,Jawa Timur,Jawa Timur,1114.041,8.649
5/1/2021,Jawa Timur,Jawa Timur,1120.645,6.604
5/2/2021,Jawa Timur,Jawa Timur,1126.908,6.263
5/3/2021,Jawa Timur,Jawa Timur,1136.082,9.174
5/4/2021,Jawa Timur,Jawa Timur,1148.155,12.073
5/5/2021,Jawa Timur,Jawa Timur,1161.39,13.235
5/6/2021,Jawa Timur,Jawa Timur,1174.698,13.308
5/7/2021,Jawa Timur,Jawa Timur,1182.635,7.937
5/8/2021,Jawa Timur,Jawa Timur,1190.967,8.332
5/9/2021,Jawa Timur,Jawa Timur,1193.801,2.834
5/10/2021,Jawa Timur,Jawa Timur,1207.147,13.346
5/11/2021,Jawa Timur,Jawa Timur,1218.612,11.465
5/12/2021,Jawa Timur,Jawa Timur,1224.805,6.193
5/13/2021,Jawa Timur,Jawa Timur,1224.868,0.063
5/14/2021,Jawa Timur,Jawa Timur,1224.916,0.048
5/15/2021,Jawa Timur,Jawa Timur,1229.253,4.337
5/16/2021,Jawa Timur,Jawa Timur,1233.867,4.614
5/17/2021,Jawa Timur,Jawa Timur,1254.551,20.684
5/18/2021,Jawa Timur,Jawa Timur,1276.947,22.396
5/19/2021,Jawa Timur,Jawa Timur,1302.967,26.02
5/20/2021,Jawa Timur,Jawa Timur,1325.618,22.651
5/21/2021,Jawa Timur,Jawa Timur,1343.216,17.598
5/22/2021,Jawa Timur,Jawa Timur,1361.946,18.73
5/23/2021,Jawa Timur,Jawa Timur,1367.136,5.19
5/24/2021,Jawa Timur,Jawa Timur,1388.146,21.01
5/25/2021,Jawa Timur,Jawa Timur,1403.12,14.974
5/26/2021,Jawa Timur,Jawa Timur,1405.31,2.19
5/27/2021,Jawa Timur,Jawa Timur,1423.331,18.021
5/28/2021,Jawa Timur,Jawa Timur,1430.894,7.563
5/29/2021,Jawa Timur,Jawa Timur,1435.225,4.331
5/30/2021,Jawa Timur,Jawa Timur,1435.467,0.242
5/31/2021,Jawa Timur,Jawa Timur,1446.005,10.538
6/1/2021,Jawa Timur,Jawa Timur,1446.523,0.518
6/2/2021,Jawa Timur,Jawa Timur,1472.271,25.748
6/3/2021,Jawa Timur,Jawa Timur,1496.42,24.149
6/4/2021,Jawa Timur,Jawa Timur,1514.018,17.598
6/5/2021,Jawa Timur,Jawa Timur,1530.416,16.398
6/6/2021,Jawa Timur,Jawa Timur,1530.843,0.427
6/7/2021,Jawa Timur,Jawa Timur,1559.633,28.79
6/8/2021,Jawa Timur,Jawa Timur,1584.254,24.621
6/9/2021,Jawa Timur,Jawa Timur,1604.659,20.405
6/10/2021,Jawa Timur,Jawa Timur,1624.333,19.674
6/11/2021,Jawa Timur,Jawa Timur,1634.954,10.621
6/12/2021,Jawa Timur,Jawa Timur,1648.906,13.952
6/13/2021,Jawa Timur,Jawa Timur,1648.994,0.088
6/14/2021,Jawa Timur,Jawa Timur,1668.041,19.047
6/15/2021,Jawa Timur,Jawa Timur,1688.369,20.328
6/16/2021,Jawa Timur,Jawa Timur,1714.963,26.594
